Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Luis Toro,M,SBD,Unlimited,19.0,18-19,19-23,Boys,116.94,124.7,,,,,201.85,,,,,102.06,,,,,165.56,469.47,3,271.99,271.6,260.13,45.83,Yes,Chile,,THSPA,,2025-01-16,USA,TX,Magnolia,Dawg Invite,Yes
Diego Carrasco,M,SBD,Unlimited,,,,Boys,73.48,74.8,,,,,179.17,,,,,,,,,,,,DQ,,,,,Yes,Chile,,THSPA,,2023-02-02,USA,TX,TSS,TSS-UTSA Invitational 10,Yes
Cristian Aguirre,M,SBD,Single-ply,,,,Boys,111.86,124.7,,,,,181.44,,,,,113.4,,,,,190.51,485.34,4,285.66,284.19,271.76,48.25,Yes,Chile,,THSPA,,2013-02-23,USA,TX,Pecos Texas,Pecos Powerlifting Meet,Yes
Esteban Peña,M,SBD,Single-ply,,,,Boys,87.27,89.8,,,,,,,,,,,,,,,,,DQ,,,,,Yes,Chile,,THSPA,,2022-02-12,USA,TX,Agua Dulce,1st Annual Agua Dulce Invitational,Yes
Luis Romero,M,SBD,Unlimited,,,,Boys,74.3,74.8,,,,,,,,,,,,,,,,,DQ,,,,,Yes,Chile,,THSPA,,2025-02-20,USA,TX,Wichita Falls Legacy,Leopard Last Qualifier,Yes
Luis Toro,M,SBD,Unlimited,19.0,18-19,19-23,Boys,116.03,124.7,,,,,229.06,,,,,124.74,,,,,165.56,519.36,11,301.71,301.07,288.28,50.86,Yes,Chile,,THSPA,,2025-01-25,USA,TX,Oak Ridge,War Eagle Invitational,Yes
Luis Romero,M,SBD,Unlimited,,,,Boys,72.98,74.8,,,,,208.65,,,,,108.86,,,,,181.44,498.95,4,364.36,362.49,350.66,62.39,Yes,Chile,,THSPA,,2025-01-23,USA,TX,Vernon Middle School,Vernon League Meet,Yes
Andre Castro,M,SBD,Single-ply,,,,Boys,73.94,74.8,,,,,136.08,,,,,86.18,,,,,158.76,381.02,3,275.87,274.23,265.13,47.24,Yes,Chile,,THSPA,,2022-02-02,USA,TX,Mansfield Lake Ridge,Lake Ridge Invitational,Yes
Sebastian Flores,M,SBD,Single-ply,,,,Boys,47.17,51.7,,,,,97.52,,,,,54.43,,,,,106.59,258.55,2,272.84,282.25,279.38,45.45,Yes,Chile,,THSPA,,2015-02-04,USA,TX,Southside Highschool,Southside Invitational 5,Yes
Simon Peña,M,SBD,Unlimited,18.5,18-19,19-23,Boys,94.35,99.7,,,,,176.9,,,,,117.93,,,,,167.83,462.66,5,292.36,288.69,276.16,49.8,Yes,Chile,,THSPA,,2024-02-17,USA,TX,Mathis,Mathis Invitational,Yes
Cristian Aguirre,M,SBD,Single-ply,,,,Boys,111.95,124.7,,,,,172.37,,,,,108.86,,,,,185.97,467.2,9,274.91,273.51,261.55,46.43,Yes,Chile,,THSPA,,2013-02-09,USA,TX,Seminole,Seminole Power Invitational,Yes
Martin Flores,M,SBD,Single-ply,,,,Boys,91.53,99.7,,,,,133.81,,,,,97.52,,,,,138.35,369.68,14,237.04,234.02,224.13,40.43,Yes,Chile,,THSPA,,2016-01-23,USA,TX,Princeton,Princeton Panther Invitational,Yes
Cristian Aguirre,M,SBD,Single-ply,,,,Boys,114.4,124.7,,,,,213.19,,,,,131.54,,,,,217.72,562.45,7,328.37,327.27,313.21,55.4,Yes,Chile,,THSPA,,2014-03-07,USA,TX,Sundown,Boys Region 1 Division 2,Yes
Tomas Morales,M,SBD,Single-ply,18.5,18-19,19-23,Boys,69.76,74.8,,,,,104.33,,,,,56.7,,,,,133.81,294.84,13,222.0,221.53,214.72,38.0,Yes,Chile,,THSPA,,2019-01-12,USA,TX,Laredo Martin,Martin HS Varsity Boys,Yes
Sebastian Flores,M,SBD,Unlimited,,,,Boys,74.84,74.8,,,,,,,,,,,,,,,,,DQ,,,,,Yes,Chile,,THSPA,,2024-02-22,USA,TX,Paye Arena,Last Ride to Regionals - Final,Yes
Luis Romero,M,SBD,Unlimited,,,,Boys,82.19,89.8,,,,,142.88,,,,,79.38,,,,,122.47,344.73,5,234.02,231.46,222.75,40.04,Yes,Chile,,THSPA,,2023-02-23,USA,TX,Wichita Falls Rider,Raider Last Qualifier,Yes
Cristian Aguirre,M,SBD,Single-ply,,,,Boys,112.67,124.7,,,,,204.12,,,,,129.27,,,,,204.12,537.51,4,315.54,314.09,300.43,53.28,Yes,Chile,,THSPA,,2014-02-08,USA,TX,Seminole Power Invitational,Seminole Invitational,Yes
Diego Fuentes,M,SBD,Unlimited,,,,Boys,78.65,82.1,,,,,185.97,,,,,154.22,,,,,192.78,532.97,1,371.25,367.84,354.69,63.56,Yes,Chile,,THSPA,,2024-01-31,USA,TX,Calallen FEMA Dome,Calallen Boys Meet,Yes
Luis Romero,M,SBD,Unlimited,,,,Boys,90.81,99.7,,,,,158.76,,,,,92.99,,,,,142.88,394.63,11,254.03,250.79,240.27,43.34,Yes,Chile,,THSPA,,2024-01-11,USA,TX,Burkburnett,Burkburnett Bulldog Invitational,Yes
Esteban Peña,M,SBD,Unlimited,,,,Boys,102.97,109.7,,,,,136.08,,,,,86.18,,,,,170.1,392.36,10,238.53,236.11,225.45,40.47,Yes,Chile,,THSPA,,2023-02-11,USA,TX,Hebbronville Jr High Gym,Longhorn International,Yes
Martin Flores,M,SBD,Single-ply,,,,Boys,87.45,89.8,,,,,183.7,,,,,99.79,,,,,181.44,464.93,11,305.1,301.31,289.14,52.12,Yes,Chile,,THSPA,,2016-02-13,USA,TX,Cedar Hill,Longhorn Invitational,Yes
Esteban Peña,M,SBD,Unlimited,,,,Boys,103.42,109.7,,,,,147.42,,,,,108.86,,,,,170.1,426.38,4,258.74,256.17,244.61,43.89,Yes,Chile,,THSPA,,2023-02-18,USA,TX,Auga Dulce ISD,2nd Annual Auga Dulce Invitational,Yes
Andre Castro,M,SBD,Unlimited,,,,Boys,73.94,74.8,,,,,142.88,,,,,92.99,,,,,149.69,385.55,6,279.15,277.49,268.29,47.81,Yes,Chile,,THSPA,,2023-02-08,USA,TX,Mansfield Lake Ridge,Lake Ridge High School Invitational,Yes
Diego Alvarado,M,SBD,Single-ply,19.0,18-19,19-23,Boys,109.81,124.7,,,,,149.69,,,,,90.72,,,,,181.44,421.84,6,250.0,248.38,237.38,42.27,Yes,Chile,,THSPA,,2012-02-11,USA,TX,Coahoma,Coahoma Invitational,Yes
Andres Salinas,M,SBD,Single-ply,,,,Boys,61.87,67.1,,,,,106.59,,,,,77.11,,,,,127.01,310.71,13,255.83,257.79,251.31,43.63,Yes,Chile,,THSPA,,2016-02-11,USA,TX,Clyde,Clyde Invitational,Yes
Diego Fuentes,M,SBD,Unlimited,,,,Boys,80.29,82.1,,,,,204.12,,,,,165.56,,,,,185.97,555.65,2,382.33,378.48,364.62,65.44,Yes,Chile,,THSPA,,2024-02-09,USA,TX,Calallen FEMA Dome,15th Annual Asa Chambless Classic,Yes
Simon Peña,M,SBD,Unlimited,18.5,18-19,19-23,Boys,94.89,99.7,,,,,181.44,,,,,115.67,,,,,174.63,471.74,6,297.3,293.59,280.79,50.63,Yes,Chile,,THSPA,,2024-02-23,USA,TX,JK Northway Exposition Center,Bishop LBQ MEET,Yes
Martin Flores,M,SBD,Single-ply,,,,Boys,91.35,99.7,,,,,131.54,,,,,95.25,,,,,138.35,365.14,14,234.35,231.37,221.61,39.97,Yes,Chile,,THSPA,,2016-02-13,USA,TX,,S&S Boys Powerlifting Meet,Yes
Cristian Aguirre,M,SBD,Single-ply,,,,Boys,111.95,124.7,,,,,195.04,,,,,115.67,,,,,197.31,508.02,7,298.93,297.4,284.4,50.49,Yes,Chile,,THSPA,,2013-03-08,USA,TX,Sundown,Boys Region 1 Division 2,Yes
Sebastian Flores,M,SBD,Single-ply,,,,Boys,59.74,59.8,,,,,190.51,,,,,124.74,,,,,199.58,514.83,2,436.09,440.83,430.58,74.24,Yes,Chile,,THSPA,,2018-02-08,USA,TX,TSS Gym,TSS-UTSA Invitational 5,Yes
Martin Flores,M,SBD,Single-ply,,,,Boys,91.44,99.7,,,,,129.27,,,,,97.52,,,,,129.27,356.07,13,228.42,225.52,215.99,38.96,Yes,Chile,,THSPA,,2016-01-16,USA,TX,Anna,Anna Invitational,Yes
Cristian Aguirre,M,SBD,Single-ply,,,,Boys,111.58,124.7,,,,,151.95,,,,,106.59,,,,,156.49,415.04,3,244.51,243.21,232.55,41.31,Yes,Chile,,THSPA,,2013-01-12,USA,TX,Monahans,Sandhills Powerlifting Meet,Yes
Simon Peña,M,SBD,Unlimited,18.5,18-19,19-23,Boys,99.79,99.7,,,,,,,,,,,,,,,,,DQ,,,,,Yes,Chile,,THSPA,,2024-01-27,USA,TX,Alice,Alice Invitational,Yes
Sebastian Flores,M,SBD,Single-ply,,,,Boys,52.16,55.7,,,,,129.27,,,,,65.77,,,,,133.81,328.85,1,314.05,321.66,316.72,52.92,Yes,Chile,,THSPA,,2016-01-14,USA,TX,,TSS Invitation 2,Yes
Diego Carrasco,M,SBD,Single-ply,,,,Boys,71.33,74.8,,,,,133.81,,,,,86.18,,,,,145.15,365.14,5,270.76,269.77,261.22,46.36,Yes,Chile,,THSPA,,2021-02-11,USA,TX,Natalia,Mustang Powerlifting Meet 6,Yes
Diego Fuentes,M,SBD,Unlimited,,,,Boys,80.56,82.1,,,,,219.99,,,,,181.44,,,,,188.24,589.67,9,404.94,400.81,386.07,69.31,Yes,Chile,,THSPA,,2024-03-08,USA,TX,JK Northway,Boys Region 5 Division 2,Yes
Luis Toro,M,SBD,Unlimited,19.0,18-19,19-23,Boys,116.12,124.7,,,,,226.8,,,,,115.67,,,,,174.63,517.1,1,300.32,299.7,286.97,50.62,Yes,Chile,,THSPA,,2025-01-31,USA,TX,Magnolia,Magnolia Meet,Yes
Cristian Aguirre,M,SBD,Single-ply,,,,Boys,113.4,124.7,,,,,156.49,,,,,108.86,,,,,167.83,433.18,4,253.7,252.66,241.73,42.82,Yes,Chile,,THSPA,,2013-01-26,USA,TX,Big Lake,Reagan County Meet,Yes
Eduardo Rosas,M,SBD,Single-ply,,,,Boys,140.61,124.7+,,,,,158.76,,,,,74.84,,,,,163.29,396.89,7,217.24,221.64,210.6,36.32,Yes,Chile,,THSPA,,2018-01-20,USA,TX,Donna North,Donna North Invitational,Yes
Cristian Aguirre,M,SBD,Single-ply,,,,Boys,114.67,124.7,,,,,163.29,,,,,117.93,,,,,190.51,471.74,2,275.18,274.32,262.55,46.42,Yes,Chile,,THSPA,,2014-01-11,USA,TX,Monahans,Sandhills PL meet,Yes
Sebastian Flores,M,SBD,Single-ply,,,,Boys,51.26,51.7,,,,,136.08,,,,,83.91,,,,,124.74,344.73,2,334.73,343.43,338.49,56.3,Yes,Chile,,THSPA,,2016-03-11,USA,TX,Robinson,Boys Region 2 Division 3,Yes
Omar Gutiérrez Olave,M,SBD,Single-ply,,,,Boys,104.37,109.7,,,,,176.9,,,,,88.45,,,,,188.24,453.59,2,274.23,271.62,259.36,46.49,Yes,Chile,,THSPA,,2019-01-18,USA,TX,Holy Cross of SA,Holy Cross Invitational 1,Yes
Diego Alvarado,M,SBD,Single-ply,18.0,18-19,19-23,Boys,102.51,109.7,,,,,102.06,,,,,72.57,,,,,129.27,303.91,15,185.1,183.19,174.92,31.41,Yes,Chile,,THSPA,,2011-01-29,USA,TX,Lamesa,Lamesa,Yes
Simon Peña,M,SBD,Unlimited,18.5,18-19,19-23,Boys,93.44,99.7,,,,,181.44,,,,,,,,,,,,DQ,,,,,Yes,Chile,,THSPA,,2024-02-03,USA,TX,Tuloso Midway Middle School,First Annual Beau Savanich Memorial Powerlifting Classic,Yes
Sebastian Flores,M,SBD,Single-ply,,,,Boys,51.62,51.7,,,,,,,,,,,,,,,,,DQ,,,,,Yes,Chile,,THSPA,,2016-02-11,USA,TX,,TSS Invitational 6,Yes
Martin Flores,M,SBD,Single-ply,,,,Boys,89.63,89.8,,,,,140.61,,,,,99.79,,,,,142.88,383.29,18,248.35,245.21,235.05,42.39,Yes,Chile,,THSPA,,2016-02-18,USA,TX,Paris,Paris High Powerlifting Meet,Yes
Sebastian Flores,M,SBD,Unlimited,,,,Boys,74.84,74.8,,,,,174.63,,,,,115.67,,,,,167.83,458.13,5,329.12,326.93,315.92,56.36,Yes,Chile,,THSPA,,2024-02-08,USA,TX,Main Gym,Rio Hondo Bobcat Powerlifting Invitational,Yes
Javier Cabello,M,SBD,Single-ply,13.5,13-15,14-18,Boys,106.14,109.7,,,,,147.42,,,,,72.57,,,,,181.44,401.43,5,241.06,238.98,228.23,40.83,Yes,Chile,,THSPA,,2018-02-08,USA,TX,San Angelo,Lake View Ironworks Invitational,Yes
Diego Alvarado,M,SBD,Single-ply,18.0,18-19,19-23,Boys,101.15,109.7,,,,,92.99,,,,,79.38,,,,,149.69,322.05,21,197.26,195.12,186.33,33.49,Yes,Chile,,THSPA,,2011-02-12,USA,TX,Levelland,Levelland Invitational,Yes
Sebastian Flores,M,SBD,Single-ply,,,,Boys,51.71,51.7,,,,,136.08,,,,,79.38,,,,,149.69,365.14,1,351.59,360.41,355.06,59.19,Yes,Chile,,THSPA,,2016-01-28,USA,TX,,TSS Invitational 4,Yes
Cristian Aguirre,M,SBD,Single-ply,,,,Boys,114.12,124.7,,,,,195.04,,,,,122.47,,,,,201.85,519.36,3,303.48,302.4,289.38,51.21,Yes,Chile,,THSPA,,2014-01-18,USA,TX,Reagan County,Reagan County Invitational,Yes
Diego Fuentes,M,SBD,Unlimited,,,,Boys,76.79,82.1,,,,,188.24,,,,,138.35,,,,,172.37,498.95,7,352.68,349.84,337.69,60.39,Yes,Chile,,THSPA,,2023-01-28,USA,TX,Middle School,Tuloso Midway Invitational,Yes
Sebastian Flores,M,SBD,Single-ply,,,,Boys,57.56,59.8,,,,,149.69,,,,,92.99,,,,,163.29,405.97,3,354.8,359.91,352.29,60.26,Yes,Chile,,THSPA,,2017-01-12,USA,TX,,TSS-UTSA Invitational 2,Yes
Omar Gutiérrez Olave,M,SBD,Single-ply,,,,Boys,101.6,109.7,,,,,167.83,,,,,88.45,,,,,170.1,426.38,7,260.67,257.88,246.26,44.25,Yes,Chile,,THSPA,,2018-01-25,USA,TX,Weimar,WHS PowerLifting Invitational Jan 25,Yes
Luis Romero,M,SBD,Single-ply,,,,Boys,92.9,99.7,,,,,124.74,,,,,72.57,,,,,136.08,333.39,15,212.23,209.54,200.56,36.18,Yes,Chile,,THSPA,,2017-01-21,USA,TX,,Uvalde High School Meet,Yes
Diego Carrasco,M,SBD,Unlimited,,,,Boys,72.76,74.8,,,,,176.9,,,,,113.4,,,,,183.7,474.0,5,346.83,345.12,333.9,59.39,Yes,Chile,,THSPA,,2023-01-11,USA,TX,Natalia ISD,Mustang Powerlifting Meet 1 Boys,Yes
Sebastian Flores,M,SBD,Single-ply,,,,Boys,59.87,59.8,,,,,167.83,,,,,122.47,,,,,181.44,471.74,1,398.88,403.13,393.71,67.91,Yes,Chile,,THSPA,,2018-01-18,USA,TX,TSS Gym,TSS-UTSA Invitational 2,Yes
Esteban Peña,M,SBD,Single-ply,,,,Boys,86.91,89.8,,,,,113.4,,,,,68.04,,,,,158.76,340.19,7,223.97,221.21,212.34,38.27,Yes,Chile,,THSPA,,2022-02-26,USA,TX,Odem Weight Room,Odem Owls Last Qualifying Meet,Yes
Omar Gutiérrez Olave,M,SBD,Single-ply,,,,Boys,100.15,109.7,,,,,217.72,,,,,97.52,,,,,195.04,510.29,3,313.89,310.37,296.43,53.32,Yes,Chile,,THSPA,,2018-02-16,USA,TX,Poth Gym,Poth Powerlifting Meet,Yes
Sebastian Flores,M,SBD,Single-ply,,,,Boys,58.88,59.8,,,,,154.22,,,,,99.79,,,,,167.83,421.84,4,361.66,366.08,357.86,61.51,Yes,Chile,,THSPA,,2017-01-26,USA,TX,,TSS-UTSA Invitational 4,Yes
Luis Romero,M,SBD,Single-ply,,,,Boys,,,,,,,,,,,,,,,,,,,NS,,,,,Yes,Chile,,THSPA,,2017-01-28,USA,TX,Eldorado Gym,War Eagle Invitational,Yes
Sebastian Flores,M,SBD,Single-ply,,,,Boys,46.54,51.7,,,,,90.72,,,,,54.43,,,,,90.72,235.87,5,252.44,261.49,258.97,41.97,Yes,Chile,,THSPA,,2015-01-28,USA,TX,Southside Highschool,Southside Invitational 4,Yes
Esteban Peña,M,SBD,Unlimited,,,,Boys,120.66,124.7,,,,,113.4,,,,,79.38,,,,,147.42,340.19,6,195.02,195.34,187.19,32.81,Yes,Chile,,THSPA,,2023-01-21,USA,TX,Mathis,Mathis High School Invitational,Yes
Andre Castro,M,SBD,Single-ply,,,,Boys,73.48,74.8,,,,,111.13,,,,,92.99,,,,,142.88,347.0,8,252.26,250.86,242.6,43.2,Yes,Chile,,THSPA,,2022-01-20,USA,TX,Legacy Fieldhouse,Legacy Powerlifting,Yes
Sebastian Flores,M,SBD,Single-ply,,,,Boys,56.88,59.8,,,,,149.69,,,,,97.52,,,,,163.29,410.5,3,362.45,368.09,360.55,61.51,Yes,Chile,,THSPA,,2017-02-09,USA,TX,,TSS-UTSA Invitational 6,Yes
Andre Castro,M,SBD,Single-ply,,,,Boys,72.57,74.8,,,,,149.69,,,,,90.72,,,,,163.29,403.7,5,295.91,294.49,284.95,50.67,Yes,Chile,,THSPA,,2022-02-16,USA,TX,Mansfield Summit,Summit Invitational Boys,Yes
Sebastian Flores,M,SBD,Single-ply,,,,Boys,46.63,51.7,,,,,54.43,,,,,49.9,,,,,102.06,206.38,5,220.43,228.29,226.07,36.66,Yes,Chile,,THSPA,,2015-01-21,USA,TX,Southside,Southside Invitation 3,Yes
Javier Cabello,M,SBD,Single-ply,14.5,13-15,14-18,Boys,106.87,109.7,,,,,217.72,,,,,106.59,,,,,213.19,537.51,4,321.9,319.26,304.92,54.51,Yes,Chile,,THSPA,,2019-02-09,USA,TX,Levelland,Levelland Powerlifting Meet,Yes
Sebastian Flores,M,SBD,Single-ply,,,,Boys,47.63,51.7,,,,,92.99,,,,,58.97,,,,,106.59,258.55,5,270.11,279.16,276.2,45.05,Yes,Chile,,THSPA,,2015-02-18,USA,TX,Southside Highschool,Southside Invitational 7,Yes
Sebastian Flores,M,SBD,Single-ply,,,,Boys,51.71,51.7,,,,,136.08,,,,,86.18,,,,,136.08,358.34,11,345.04,353.7,348.44,58.09,Yes,Chile,,THSPA,,2016-04-02,USA,TX,Abilene,Boys State Meet,Yes
Diego Fuentes,M,SBD,Unlimited,,,,Boys,74.84,74.8,,,,,188.24,,,,,138.35,,,,,185.97,512.56,2,368.22,365.77,353.46,63.06,Yes,Chile,,THSPA,,2023-02-04,USA,TX,Orange Grove GYM,12th Annual Orange Grove Invitational,Yes
Esteban Peña,M,SBD,Unlimited,,,,Boys,104.24,109.7,,,,,124.74,,,,,86.18,,,,,142.88,353.8,8,214.0,211.96,202.39,36.28,Yes,Chile,,THSPA,,2023-02-04,USA,TX,Orange Grove GYM,12th Annual Orange Grove Invitational,Yes
Simon Peña,M,SBD,Unlimited,18.5,18-19,19-23,Boys,,,,,,,,,,,,,,,,,,,NS,,,,,Yes,Chile,,THSPA,,2024-01-13,USA,TX,Mathis,Mathis Invitational,Yes
Javier Cabello,M,SBD,Single-ply,14.5,13-15,14-18,Boys,106.68,109.7,,,,,204.12,,,,,113.4,,,,,199.58,517.1,5,309.9,307.32,293.51,52.48,Yes,Chile,,THSPA,,2019-01-12,USA,TX,Big Spring,Steer Invitational,Yes
Diego Fuentes,M,SBD,Unlimited,,,,Boys,74.75,74.8,,,,,,,,,,,,,,,,,DQ,,,,,Yes,Chile,,THSPA,,2023-02-25,USA,TX,Mathis,Mathis Boys Qualifier,Yes
Diego Carrasco,M,SBD,Unlimited,,,,Boys,74.39,74.8,,,,,195.04,,,,,,,,,,,,DQ,,,,,Yes,Chile,,THSPA,,2023-02-16,USA,TX,TSS,TSS-UTSA Invitational 14,Yes
Javier Cabello,M,SBD,Single-ply,14.5,13-15,14-18,Boys,111.04,124.7,,,,,213.19,,,,,102.06,,,,,224.53,539.77,5,318.57,316.75,302.82,53.83,Yes,Chile,,THSPA,,2019-01-14,USA,TX,The Pit Colorado City,C-City Invitatiional 19,Yes
Diego Carrasco,M,SBD,Single-ply,,,,Boys,72.85,74.8,,,,,136.08,,,,,81.65,,,,,138.35,356.07,14,260.33,259.02,250.59,44.58,Yes,Chile,,THSPA,,2021-01-29,USA,TX,Somerset JR High,Somerset Invitational 1,Yes
Diego Carrasco,M,SBD,Unlimited,,,,Boys,74.21,74.8,,,,,185.97,,,,,120.2,,,,,,,DQ,,,,,Yes,Chile,,THSPA,,2023-02-22,USA,TX,Natalia ISD,Mustang Powerlifting Meet 4 Boys,Yes
Sebastian Flores,M,SBD,Unlimited,,,,Boys,74.16,74.8,,,,,170.1,,,,,124.74,,,,,183.7,478.54,2,345.81,343.69,332.25,59.22,Yes,Chile,,THSPA,,2024-01-25,USA,TX,Sam Houston Weight Room,La Feria Tri-Meet,Yes
Andrew Zavala,M,SBD,Multi-ply,,,,MO,125.0,125,,,,,400.0,,,,,305.0,,,,,292.5,997.5,1,565.34,568.42,543.96,94.94,,Chile,,UPA,,2007-06-16,USA,CA,Concord,Northern California Open,Yes
Luis Toro,M,SBD,Single-ply,,,,Open,55.2,56,132.5,140.0,-147.5,,140.0,85.0,-92.5,-92.5,,85.0,170.0,-182.5,-182.5,,170.0,395.0,7,358.09,364.72,357.89,60.64,,Chile,,USPF,IPF,1985-03-23,USA,NY,West Point,Collegiate Nationals,Yes
Andrew Zavala,M,BD,Multi-ply,,,,MO,125.0,125,,,,,,,,,,,,,,,,,DQ,,,,,,Chile,,UPA,,2008-10-25,USA,CA,Sacramento,Super Training PP,Yes
Cristian Marín,M,D,Raw,34.0,24-34,24-39,Seniors,65.6,67.5,,,,,,,,,,,,,,,205.0,205.0,1,161.35,161.77,157.24,,,Chile,,WRPF-Spain,WRPF,2019-05-11,Spain,,Molina de Segura,Open Molina del Segura,Yes
Cristian Marín,M,B,Raw,34.0,24-34,24-39,Seniors,65.6,67.5,,,,,,,,,,115.0,,,,,,115.0,1,90.51,90.75,88.21,65.45,,Chile,,WRPF-Spain,WRPF,2019-05-11,Spain,,Molina de Segura,Open Molina del Segura,Yes
Pablo Perez,M,SBD,Raw,18.5,18-19,19-23,Juniors,58.25,59,120.0,-130.0,-130.0,,120.0,75.0,80.0,-82.5,,80.0,150.0,160.0,-170.0,,160.0,360.0,1,311.44,315.57,308.68,59.98,Yes,Chile,,FALPO,IPF,2023-08-05,Argentina,,San Justo,Metropolitano Phanter,Yes
Pablo Perez,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,52.4,53,100.0,113.5,-117.5,,113.5,60.0,-70.5,-70.5,,60.0,135.0,151.5,-170.0,,151.5,325.0,1,309.04,316.38,311.43,57.32,Yes,Chile,,FALPO,IPF,2022-11-11,Argentina,BA,Buenos Aires,Campeonato Nacional de Powerlifting,Yes
Catalina Pineda,F,SBD,Wraps,22.0,20-23,19-23,Juniors 20-23,55.6,56,150.0,-160.0,-165.0,,150.0,60.0,-70.0,70.0,,70.0,170.0,185.0,-192.5,,185.0,405.0,1,471.68,479.21,423.95,96.82,,Chile,,IPL,IPL,2022-10-20,USA,AL,Orange Beach,World Championship,Yes
Valentina Páez Morales,F,SBD,Wraps,31.0,24-34,24-39,Open,50.65,52,-110.0,-110.0,115.0,,115.0,40.0,45.0,50.0,,50.0,125.0,-135.0,135.0,,135.0,300.0,2,372.47,381.62,338.65,77.51,,Chile,,IPL,IPL,2022-10-20,USA,AL,Orange Beach,World Championship,Yes
Xaviera Navarro,F,SBD,Wraps,35.0,35-39,24-39,Open,53.75,56,150.0,157.5,-160.0,,157.5,75.0,80.0,-85.0,,80.0,155.0,162.5,170.0,,170.0,407.5,1,485.52,495.11,438.38,100.08,,Chile,,IPL,IPL,2022-10-20,USA,AL,Orange Beach,World Championship,Yes
Catalina Pineda,F,SBD,Wraps,22.0,20-23,19-23,Open,55.6,56,150.0,-160.0,-165.0,,150.0,60.0,-70.0,70.0,,70.0,170.0,185.0,-192.5,,185.0,405.0,2,471.68,479.21,423.95,96.82,,Chile,,IPL,IPL,2022-10-20,USA,AL,Orange Beach,World Championship,Yes
Matias Daniel Quiñinao Peña,M,SBD,Wraps,23.0,20-23,,Juniors 20-23,66.3,67.5,180.0,-190.0,-190.0,,180.0,95.0,100.0,105.0,,105.0,220.0,235.0,250.0,,250.0,535.0,1,417.78,418.52,406.59,83.2,,Chile,,IPL,IPL,2022-10-20,USA,AL,Orange Beach,World Championship,Yes
Arnaldo Salinas Sepúlveda,M,SBD,Wraps,39.0,35-39,24-39,Open,73.3,75,250.0,-270.0,-270.0,,250.0,127.5,-130.0,130.0,,130.0,250.0,270.0,280.0,,280.0,660.0,1,480.58,477.98,462.3,97.37,,Chile,,IPL,IPL,2022-10-20,USA,AL,Orange Beach,World Championship,Yes
Arlik Villanueva,M,SBD,Wraps,30.0,24-34,24-39,Open,78.7,82.5,250.0,262.5,270.0,,270.0,140.0,147.5,152.5,,152.5,252.5,272.5,-287.5,,272.5,695.0,1,483.93,479.47,462.32,98.84,,Chile,,IPL,IPL,2022-10-20,USA,AL,Orange Beach,World Championship,Yes
Luis Tejo,M,SBD,Wraps,33.0,24-34,24-39,Open,79.5,82.5,220.0,230.0,-250.0,,230.0,135.0,142.5,-147.5,,142.5,230.0,240.0,-247.5,,240.0,612.5,2,423.92,419.82,404.62,86.66,,Chile,,IPL,IPL,2022-10-20,USA,AL,Orange Beach,World Championship,Yes
Jesus Acevedo,M,SBD,Wraps,25.0,24-34,24-39,Open,99.4,100,-292.5,-300.0,-300.0,,,155.0,162.5,170.0,,170.0,257.5,267.5,-275.0,,267.5,,DQ,,,,,,Chile,,IPL,IPL,2022-10-20,USA,AL,Orange Beach,World Championship,Yes
Nicolás Villalobos Wayland,M,SBD,Wraps,26.0,24-34,24-39,Open,122.4,125,280.0,320.0,,,320.0,185.0,200.0,-207.5,,200.0,300.0,317.5,340.0,,340.0,860.0,2,490.7,492.24,471.61,99.12,,Chile,,IPL,IPL,2022-10-20,USA,AL,Orange Beach,World Championship,Yes
Sergio Mardones Meza,M,SBD,Wraps,33.0,24-34,24-39,Open,124.1,125,-310.0,310.0,350.0,,350.0,180.0,200.0,215.0,,215.0,292.5,-322.5,-322.5,,292.5,857.5,3,487.11,489.37,468.57,98.24,,Chile,,IPL,IPL,2022-10-20,USA,AL,Orange Beach,World Championship,Yes
Nicolás Villalobos Wayland,M,B,Raw,26.0,24-34,24-39,Open,122.4,125,,,,,,185.0,200.0,-207.5,,200.0,,,,,,200.0,3,114.12,114.47,109.68,83.67,,Chile,,IPL,IPL,2022-10-20,USA,AL,Orange Beach,World Championship,Yes
Valentina Paez,F,SBD,Raw,32.0,24-34,24-39,Open,51.1,52,120.0,127.5,135.0,,135.0,47.5,52.5,55.0,,55.0,135.0,145.0,152.5,,152.5,342.5,1,422.6,432.75,383.87,87.81,,Chile,,IPL,IPL,2023-11-03,USA,FL,Orlando,Olympia Pro Powerlifting Meet,Yes
